sub_ID,Q6.consent,Q8.covid_info,Q9.covid_knowledge,Q10.rank_attention_to_news,Q13.trust_doctor_news,Q13.trust_hospital_news,Q13.trust_cdc_news,Q13.trust_government_news,Q13.trust_none_of_above,Q14.confidence_us_government,Q16.Belief_scientists_understand_covid,Q17.concerned_outbreak,Q18.likely_to_catch_covid,Q20.ability_to_protect_self,Q21.expected_symptom_severity,Q101.confidence_in_authority,Q23.risk_exaggerated,Q27.wearing_mask,Q35.take_vaccine?,Q40.age,Q41.gender,Q74.education,Q84.community,Q43.health(1.5),Q39.flu.vaccine,Q44.contact_covid,Q85.pre.exisiting_conditions,Q92.friends/family_preexisiting_conditions
973,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,2,4,NotAtAll,40,77,4,33,strongly disagree,everyone,probably,18-19,f,some college,suburb,4,FALSE,no,no,no
974,1,A lot,A little,5,TRUE,FALSE,FALSE,FALSE,,0,1,A lot,0,0,3,1,NA,no one/no mask evidence,probably_not,60-64,f,highschool graduate,small city/town,3,TRUE,yes,prefer not to say,prefer not to say
975,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,4,6,NA,43,68,3,59,strongly disagree,everyone,definitely,30-34,f,4 year degree,large city,3,TRUE,no,no,yes
976,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,NA,7,A lot,49,82,2,52,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,3,8,A moderate amount,30,70,2,70,somewhat disagree,everyone,definitely,30-34,f,professional degree,large city,4,TRUE,no,no,yes
979,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,5,7,A lot,80,100,3,50,strongly disagree,everyone,definitely,45-49,f,professional degree,large city,4,TRUE,no,no,yes
980,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,2,8,A lot,86,75,6,71,strongly disagree,everyone,definitely,45-49,f,professional degree,suburb,2,TRUE,no,yes,yes
981,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,2,7,A lot,51,71,3,40,strongly disagree,everyone,definitely,70-74,f,professional degree,large city,2,TRUE,no,yes,no
982,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,2,2,A lot,29,38,6,18,NA,everyone,definitely not,60-64,f,some college,ruralArea,2,TRUE,no,yes,unsure
983,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,5,8,A lot,75,57,5,31,strongly disagree,everyone,definitely,55-59,f,4 year degree,suburb,3,TRUE,no,unsure,yes
984,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,6,A lot,35,80,5,49,strongly disagree,everyone,definitely,45-49,f,4 year degree,small city/town,3,FALSE,no,yes,yes
985,1,A moderate amount,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,Dr. Fauci,0,7,A moderate amount,30,82,4,51,strongly disagree,everyone,unsure,65-69,f,4 year degree,ruralArea,3,FALSE,unsure,no,yes
986,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,6,7,NA,30,90,3,75,somewhat disagree,everyone,definitely,55-59,f,professional degree,ruralArea,4,FALSE,no,yes,yes
987,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,5,7,A moderate amount,91,85,3,50,strongly disagree,everyone,definitely,18-19,f,some college,large city,4,FALSE,no,no,yes
989,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,3,A lot,48,78,4,36,strongly disagree,everyone,probably,40-44,f,some college,large city,2,TRUE,unsure,unsure,unsure
990,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,3,3,NotAtAll,80,85,NA,50,strongly disagree,everyone,definitely,40-44,f,professional degree,suburb,4,TRUE,no,unsure,yes
991,1,A lot,A moderate amount,4,FALSE,FALSE,FALSE,FALSE,,2,10,NA,1,44,3,100,NA,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,TRUE,,8,7,A lot,30,100,3,80,strongly disagree,everyone,definitely,18-19,m,some college,large city,5,TRUE,no,no,yes
994,1,A moderate amount,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,1,1,A lot,3,81,5,20,somewhat disagree,everyone,probably_not,20-24,f,some college,large city,3,FALSE,yes,yes,yes
995,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,2,5,A moderate amount,55,71,4,31,strongly disagree,everyone,definitely,35-39,f,professional degree,small city/town,3,FALSE,no,no,yes
996,1,A lot,A moderate amount,10,TRUE,FALSE,FALSE,FALSE,,1,6,A lot,30,60,3,30,somewhat disagree,everyone,definitely,65-69,m,professional degree,small city/town,3,TRUE,no,no,no
997,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,3,6,NotAtAll,63,85,3,10,strongly disagree,everyone,unsure,25-29,f,professional degree,large city,3,FALSE,no,no,unsure
998,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,0,5,A lot,6,82,1,11,stronglyAgree,sick people,definitely not,35-39,m,doctorate,suburb,5,FALSE,yes,no,no
999,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,2,7,A lot,70,85,3,40,strongly disagree,everyone,definitely,25-29,nb,4 year degree,suburb,3,TRUE,no,no,yes
1000,1,A moderate amount,A little,4,FALSE,TRUE,TRUE,FALSE,,2,6,A little,70,60,3,40,somewhat disagree,everyone,probably,25-29,f,4 year degree,suburb,3,FALSE,no,unsure,yes
1001,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,4,8,NA,50,85,2,20,somewhat disagree,everyone,probably_not,25-29,f,4 year degree,suburb,5,TRUE,no,no,yes
1002,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,6,9,NA,13,90,4,68,strongly disagree,everyone,probably,60-64,f,4 year degree,small city/town,5,TRUE,no,no,yes
1004,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,1,A moderate amount,A little,6,FALSE,FALSE,FALSE,FALSE,,6,4,A moderate amount,75,60,3,49,somewhat disagree,everyone,definitely,25-29,m,4 year degree,large city,4,TRUE,unsure,no,yes
1006,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,3,NA,95,80,3,10,NA,everyone,definitely,35-39,f,4 year degree,suburb,3,TRUE,no,no,yes
1007,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,1,A lot,A moderate amount,8,FALSE,TRUE,FALSE,FALSE,,6,6,NA,70,92,4,56,stronglyAgree,everyone,unsure,20-24,f,2 year degree,suburb,4,FALSE,no,no,prefer not to say
1009,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,TRUE,,5,6,A moderate amount,54,78,3,48,NA,sick people,definitely,18-19,f,some college,suburb,3,TRUE,no,no,unsure
1013,1,A lot,A little,5,FALSE,FALSE,FALSE,FALSE,,3,6,A little,5,60,3,52,strongly disagree,everyone,definitely,18-19,f,highschool graduate,ruralArea,4,FALSE,no,no,unsure
1014,1,A moderate amount,A little,1,FALSE,FALSE,FALSE,FALSE,,1,4,A moderate amount,10,49,5,24,somewhat disagree,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,1,A lot,A moderate amount,9,TRUE,FALSE,TRUE,FALSE,,4,7,A moderate amount,42,69,3,25,strongly disagree,everyone,unsure,30-34,f,2 year degree,ruralArea,5,TRUE,no,no,yes
1016,1,A lot,A lot,9,FALSE,FALSE,TRUE,TRUE,,5,5,A lot,50,100,3,80,NA,everyone,probably,25-29,f,2 year degree,suburb,4,TRUE,no,no,yes
1017,1,A lot,A lot,8,FALSE,TRUE,FALSE,FALSE,,6,7,A moderate amount,70,77,3,73,somewhat disagree,everyone,definitely,40-44,f,4 year degree,suburb,4,TRUE,no,no,yes
1018,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,4,4,A little,51,52,2,39,NA,everyone,probably,18-19,f,highschool graduate,large city,3,TRUE,unsure,no,no
1019,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,My own sense of judgmentAndAbility to distill information,2,8,A moderate amount,9,100,2,93,NA,everyone,probably,50-54,f,4 year degree,large city,3,FALSE,yes,no,no
1020,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,0,3,NA,40,50,3,33,NA,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
