b,r1,r2
b38927,1.424747794,-3.588144044
b38928,2.096863685,-2.895112799
b38929,3.461207635,-3.991780128
b38930,3.176696585,-2.977433567
b38931,2.056829504,-4.894789002
b38932,2.893539566,-2.232344804
b38933,2.828767737,-2.188515619
b38934,2.653427127,-2.007336085
b38935,3.052674752,-3.484674916
b38936,4.141722772,-3.590949022
b38937,2.003147405,-1.961768795
b38938,1.6610363,-2.315153057
b38939,2.573632665,-3.986102784
b38940,4.026776003,-1.489970126
b38941,2.671188348,-2.975718695
b38942,2.067217587,-4.035032876
b38943,2.398403676,-1.709786347
b38944,2.215350049,-2.559406885
b38945,3.455637746,-2.634209894
b38946,3.370016902,-2.663775571
b38947,2.463068911,-1.297657317
b38948,3.755378253,-3.638432216
b38949,5.353900314,-2.979758069
b38950,1.262328074,-1.805727113
b38951,1.908341321,-2.709051072
b38952,1.862213466,-4.010525117
b38953,5.341239917,-2.264103122
b38954,3.770803948,-4.45952392
b38955,0.890394721,-2.699037585
b38956,1.822305621,-4.582394981
b38957,2.816862866,-3.660825592
b38958,4.859682999,-3.755059502
b38959,1.780455543,-3.039507347
b38960,1.593159301,-2.365430075
b38961,2.104712874,-2.08285945
b38962,2.751963681,-1.674073546
b38963,1.872889015,-5.099105793
b38964,5.30076226,-2.9897121
b38965,3.304251315,-4.020884936
b38966,2.855880743,-3.728581167
b38967,1.918401465,0.077790501
b38968,2.752957353,-2.072547183
b38969,4.145513321,-4.126810749
b38970,2.321460633,-2.878479863
b38971,2.899188074,-3.138759864
b38972,2.411357696,-4.963266836
b38973,1.088526563,-3.472883807
b38974,2.727058423,-1.989805971
b38975,4.342768755,-3.093348908
b38976,3.764724694,-3.475943163
b38977,4.009841127,-2.215422999
b38978,3.320162696,-2.442804013
b38979,2.130250476,-3.617264303
b38980,2.170832857,-1.635157429
b38981,2.85169285,-2.902332732
b38982,3.380143288,-2.728362175
b38983,1.735187088,-3.675831653
b38984,1.837297132,-2.954204768
b38985,3.335012679,-2.274618849
b38986,3.975796549,-2.940218621
b38987,2.126197449,-4.139526354
b38988,1.427194377,-2.297087591
b38989,2.511596761,-3.286866554
b38990,1.103655321,-3.898739172
b38991,2.29653604,-4.339341536
b38992,3.234272791,-2.548305273
b38993,4.148925758,-5.740788497
b38994,2.898725935,-3.978213393
b38995,2.706012082,-3.270967328
b38996,3.234802817,-3.304419035
b38997,3.794623655,-3.450705681
b38998,3.322982436,-3.67875983
b38999,4.018944533,-2.95869421
b39000,2.218217426,-2.954785199
b39001,2.31556344,-4.135089627
b39002,2.177466271,-2.020474369
b39003,2.340540963,-2.856317381
b39004,2.294690785,-3.627016241
b39005,2.880856125,-2.969395984
b39006,2.829522261,-3.260171229
b39007,4.904950311,-2.990628212
b39008,2.963518139,-0.75456696
b39009,1.787518488,-1.845737753
b39010,4.096796452,-0.784592889
b39011,2.379302134,-3.5361232
b39012,4.411817053,-4.397913288
b39013,2.948997727,-3.775213612
b39014,2.844068347,-1.56020813
b39015,2.41562182,-3.490560449
b39016,1.704569836,-3.409706669
b39017,2.291949013,-2.046842738
b39018,2.532588755,-2.48646744
b39019,2.979933957,-4.862004545
b39020,3.030081395,-2.922854314
b39021,2.039635679,-2.79954749
b39022,1.293108592,-2.350240629
b39023,3.393999262,-2.135150508
b39024,3.501791163,-0.921140609
b39025,3.040049088,-3.41696487
b39026,3.957545304,-2.078061188
b39027,0.903695076,-1.494793163
b39028,2.055810229,-3.671079284
b39029,1.37045171,-2.780567865
b39030,3.7476886,-2.21940902
b39031,3.120370106,-0.905132545
b39032,2.990433093,-2.522972755
b39033,3.399730894,-1.84146903
b39034,2.738297184,-3.777501923
b39035,4.096201491,-1.981639182
b39036,3.91018172,-3.319576623
b39037,1.182029845,-3.098406839
b39038,2.976137498,-1.692979164
b39039,4.034827162,-3.026050953
b39040,4.422242692,-2.511264232
b39041,2.651555147,-4.343773846
b39042,2.595909926,0.013823536
b39043,3.922673006,-3.783945373
b39044,1.411241125,-2.481057084
b39045,3.045771768,-1.725354397
b39046,2.786775487,-3.72162142
b39047,3.003827658,-4.344990807
b39048,2.858494751,-0.974909315
b39049,2.135710463,-2.5319697
b39050,2.741463312,-4.719429478
b39051,2.697649824,-1.544172966
b39052,3.436654634,-2.137328972
b39053,3.155873306,-0.412539192
b39054,4.525356719,-3.956389134
b39055,2.564153259,-2.049627354
b39056,1.492911961,-3.603956277
b39057,0.429520692,-2.218728183
b39058,4.073614517,-2.889448272
b39059,1.632505636,-3.046476388
b39060,1.71702192,-3.597947376
b39061,3.273433786,-1.543418098
b39062,3.124278626,-2.900075506
b39063,2.828383474,-2.498851868
b39064,3.549730814,-4.470815123
b39065,3.375047852,-2.070784474
b39066,2.143909332,-3.16366115
b39067,3.003196721,-3.31356511
b39068,2.191586002,-2.520953699
b39069,1.591996888,-1.6739045
b39070,2.232588375,-3.695892568
b39071,4.158128331,-3.580553454
b39072,2.81037238,-2.877689132
b39073,1.635997375,-2.076725423
b39074,3.778158547,-4.576121408
b39075,3.111857793,-3.635634538
b39076,3.060720297,-3.967941427
b39077,3.425170129,-2.101676617
b39078,1.976485549,-3.792123012
b39079,2.172914062,-2.144788405
b39080,2.710998576,-2.246333206
b39081,1.534627746,-1.657902861
b39082,2.810284522,-4.682857002
b39083,2.749088614,-0.716288082
b39084,0.566894221,-4.06703144
b39085,2.603986326,-2.850996486
b39086,2.157839347,-2.121992196
b39087,2.078040518,-1.745350043
b39088,1.90273397,-5.034110377
b39089,1.493880946,-3.039954686
b39090,2.422066477,-3.905206122
b39091,2.312118883,-3.671358118
b39092,0.88576107,-3.63796947
b39093,2.539238318,-1.95888112
b39094,3.609043218,-2.329268393
b39095,2.938200592,-3.930639886
b39096,4.018824081,-2.784708284
b39097,2.404825734,-1.944535289
b39098,3.647726557,-2.500483821
b39099,2.970807533,-3.222853783
b39100,1.323748034,-2.428581595
b39101,1.985994845,-2.22962903
b39102,2.548179195,-1.271339188
b39103,1.991347764,-3.340027961
b39104,3.542339942,-2.57410124
b39105,3.193730029,-3.474977182
b39106,1.09999839,-2.40005958
b39107,2.584321302,-2.089722937
b39108,1.733834709,-3.611467777
b39109,3.038124127,-4.530252905
b39110,2.267450648,-4.167060424
b39111,3.058493496,-3.483126437
b39112,3.094521748,-1.999753627
b39113,2.178771206,-1.989776273
b39114,2.088058035,-2.474205132
b39115,2.518101024,-3.226146205
b39116,3.148088945,-3.954633626
b39117,4.244816753,-3.498249152
b39118,3.087254887,-3.901603712
b39119,2.830545863,-3.744180269
b39120,2.546007966,-3.481548426
b39121,3.714342742,-3.036314057
b39122,3.509821682,-2.574974952
b39123,3.466106128,-1.70396177
b39124,1.741482978,-5.203187745
b39125,3.782041611,-2.111894619
b39126,1.5214904,-2.461860513
b39127,2.704470242,-2.338913727
b39128,1.006560436,-4.08991094
b39129,1.33684878,-3.706795413
b39130,3.59763199,-2.286194108
b39131,5.286870257,-2.230516669
b39132,3.165360745,-2.540630625
b39133,1.662726984,-4.399166619
b39134,2.026104561,-2.675537019
b39135,2.908544079,-3.106275406
b39136,3.661219829,-2.710821162
b39137,4.480189929,-3.302984464
b39138,2.154703997,-3.562123952
b39139,3.447073811,-2.643139413
b39140,3.465063105,-2.216139099
b39141,3.660728065,-2.993433668
b39142,2.2333098,-2.20197212
b39143,3.571076512,-2.264600971
b39144,3.299475616,-1.871641897
b39145,2.260429779,-3.412475851
b39146,4.293520421,-1.669548762
b39147,3.076777295,-2.814063442
b39148,3.617675601,-2.051382009
b39149,2.376525648,-3.6737316
b39150,0.30632356,-1.755777627
b39151,1.683014731,-2.565941778
b39152,3.425888683,-1.428684599
b39153,2.548701944,-4.013399503
b39154,1.271263523,-3.877220631
b39155,3.514982958,-3.950313881
b39156,2.902098684,-3.697282437
b39157,1.859121581,-1.033418896
b39158,3.059083543,-2.973714482
b39159,3.367216056,-3.226240643
b39160,1.656093475,-2.701569997
b39161,1.681498136,-1.698525259
b39162,1.899194808,-3.901431621
b39163,3.127467736,-3.69862641
b39164,3.281461034,-2.316458184
b39165,1.192585836,-3.091333807
b39166,1.409463672,-3.580812737
b39167,3.053945762,-1.564509159
b39168,1.861721517,-4.008410649
b39169,2.580155116,-2.492514961
b39170,1.612709973,-2.646306956
b39171,3.343730309,-1.804165632
b39172,3.042553493,-1.52007646
b39173,2.34114277,-1.394397617
b39174,2.472180612,-2.065272872
b39175,2.156632925,-3.955345984
b39176,3.370060892,-3.787333321
b39177,0.396502212,-3.365945682
b39178,0.400252396,-0.980849079
b39179,1.007877281,-5.143538098
b39180,3.075671199,-1.232719701
b39181,2.612374421,-3.616436684
b39182,2.631203076,-3.494160642
b39183,4.587004521,-2.758747246
b39184,2.029942184,-3.068261018
b39185,3.179675633,-3.104781933
b39186,3.924911867,-3.648038826
b39187,0.551795041,-2.583406699
b39188,3.663802064,-2.264042853
b39189,0.652200318,-3.098056504
b39190,2.325867907,-1.828001021
b39191,3.347993924,-2.727471361
b39192,3.186418094,-0.917491356
b39193,3.831267436,-0.996484549
b39194,2.430227702,-4.296641312
b39195,3.280969949,-2.262720026
b39196,3.242969004,-2.916192691
b39197,2.326026677,-4.150830818
b39198,1.608359966,-2.66807898
b39199,2.674908159,-1.790936296
b39200,1.087711334,-1.862746
b39201,3.396811411,-3.429075544
b39202,3.900607233,-3.977777978
b39203,3.624397686,-3.041333821
b39204,1.847630569,-2.416321742
b39205,1.081626492,-2.580440591
b39206,2.780326795,-3.941332318
b39207,3.114639825,-2.114096715
b39208,2.522504454,-3.508860973
b39209,2.19897623,-3.727927308
b39210,2.35276759,-1.339469267
b39211,1.828393768,-1.492182644
b39212,3.104678946,-3.287431337
b39213,4.708615972,-1.33756768
b39214,3.724804145,-3.540758963
b39215,3.457488975,-1.872033886
b39216,2.153899147,-1.780744088
b39217,2.278102039,-1.435414193
b39218,2.191682548,-3.080919562
b39219,4.001775225,-2.774672054
b39220,3.235917567,-3.31009922
b39221,2.78618208,-3.038403041
b39222,1.450793353,-1.172586006
b39223,4.120555241,-2.87478814
b39224,2.952832033,-3.184155526
b39225,2.543416665,-2.197701007
b39226,3.491364462,-4.084514724
b39227,4.442768321,-1.770879337
b39228,2.818473988,-3.531997447
b39229,1.526871246,-2.544685491
b39230,5.063949951,-4.110802335
b39231,2.211241955,-3.258110001
b39232,2.738567347,-3.301111593
b39233,0.349302491,-4.623056441
b39234,1.232344965,-1.580791732
b39235,2.226097881,-2.705605348
b39236,2.771159947,-2.556912082
b39237,2.659773072,-4.228373421
b39238,2.85196751,-3.621869602
b39239,3.641130224,-2.264906585
b39240,2.960884231,-1.947377224
b39241,2.850279191,-2.456190633
b39242,4.560637683,-4.035909214
b39243,1.563681943,-3.030262535
b39244,1.391976301,-3.842912664
b39245,3.530711682,-3.14087017
b39246,2.074401067,-2.582064744
b39247,1.779968668,-2.656359764
b39248,3.340958653,-4.087834783
b39249,3.106245704,-3.332158024
b39250,2.706914885,-3.335526789
b39251,4.253709076,-1.41487413
b39252,3.062030656,-3.243207849
b39253,3.114452179,-3.951371156
b39254,3.119651921,-4.388595109
b39255,2.464292381,-4.629771732
b39256,3.993981679,-1.883259429
b39257,1.604156514,-1.849319059
b39258,4.903774023,-0.951557408
b39259,0.909382558,-3.148551588
b39260,1.658617063,-1.378536793
b39261,3.127973187,-3.523016724
b39262,1.765436263,-3.529391549
b39263,2.590771356,-0.895016067
b39264,2.841667344,-1.722934896
b39265,2.629016958,-4.192922651
b39266,2.617491392,-3.475435853
b39267,3.537210623,-1.745548088
b39268,2.643685242,-0.851985304
b39269,3.208679599,-3.487461573
b39270,2.452553811,-1.793964943
b39271,1.833492004,-3.011761582
b39272,5.271838313,-2.948164673
b39273,2.541733713,-3.710364782
b39274,2.143140423,-4.329670339
b39275,2.227722533,-2.194433705
b39276,2.221675666,-2.127404335
b39277,3.186235827,-2.47839305
b39278,2.014846112,-3.086178074
b39279,4.593473322,-5.103295685
b39280,2.688649337,-1.530944739
b39281,2.834757223,-4.949404748
b39282,2.236249414,-3.856921277
b39283,3.434315589,-0.89363299
b39284,2.574854586,-3.942939029
b39285,2.957364157,-1.963441953
b39286,1.470603622,-2.985633121
b39287,1.800422634,-2.855192601
b39288,2.165213624,-3.42139776
b39289,2.190530749,-3.474076199
b39290,1.97782754,-4.205210773
b39291,2.012108779,-4.057718139
b39292,3.275699727,-3.220089996
b39293,1.169642438,-1.156995708
b39294,4.308421734,-2.884628182
b39295,2.419215358,-2.459866109
b39296,2.967201332,-2.742546624
b39297,3.996360571,-1.459899411
b39298,2.392021512,-3.502257431
b39299,3.462592622,-1.951215726
b39300,2.990314719,-3.911037778
b39301,2.314335635,-4.20333421
b39302,4.771686906,-2.349441368
b39303,1.972558756,-2.466995461
b39304,3.036943219,-2.640073242
b39305,2.331494686,-4.333368474
b39306,3.090728386,-2.75725595
b39307,3.147283233,-3.833755526
b39308,0.60460984,-2.398102335
b39309,3.113780772,-3.803251014
b39310,2.831786779,-4.490063323
b39311,2.890392378,-1.844162542
b39312,4.007055811,-3.784455331
b39313,3.575831265,-4.061751851
b39314,2.881800545,-2.276742155
b39315,3.190584029,-1.439569499
b39316,2.192046987,-3.202664237
b39317,3.331567252,-4.431785227
b39318,2.72290787,-2.817714832
b39319,2.607199081,-1.414636655
b39320,3.552181014,-3.679512533
b39321,2.025165462,-4.825181618
b39322,0.659652762,-2.511507981
b39323,1.70121848,-2.018029358
b39324,3.121281419,-3.157221932
b39325,1.948587322,-3.429837474
b39326,4.198582848,-2.112544394
b39327,4.023811909,-3.414018298
b39328,3.592713174,-3.256447615
b39329,3.538876232,-3.423959916
b39330,2.341299626,-3.881239473
b39331,3.090515113,-2.610132218
b39332,1.423985199,-2.470409244
b39333,3.370109892,-3.139173844
b39334,2.128181121,-2.181761559
b39335,2.011297123,-3.038468647
b39336,2.705168266,-1.499274961
b39337,3.219164624,-2.087102317
b39338,2.626575646,-3.683388304
b39339,3.515567705,-3.078604147
b39340,1.916639717,-1.595229163
b39341,2.284684263,-2.002262457
b39342,2.01411325,-4.010784659
b39343,0.636889506,-1.45321454
b39344,3.962633976,-2.557280889
b39345,4.100741024,-1.183589217
b39346,1.656819922,-3.817752246
b39347,3.07365355,-3.3199545
b39348,1.122051345,-2.210154441
b39349,2.088455037,-4.953901902
b39350,2.432844275,-2.612623561
b39351,2.523453786,-1.779021815
b39352,0.181354036,-1.317944625
b39353,3.493878442,-1.329487109
b39354,2.47611319,-4.887600367
b39355,2.949452337,-2.614605523
b39356,1.921775895,-5.155585326
b39357,2.03172728,-1.510732773
b39358,2.990928963,-3.440740167
b39359,2.151637618,-4.627692414
b39360,1.533974506,-3.098499155
b39361,3.206308068,-3.688963388
b39362,1.183444256,-3.807015376
b39363,1.951676951,-1.405543632
b39364,4.562469962,-2.548938031
b39365,2.432158592,-3.676506781
b39366,3.050628666,-5.141833794
b39367,1.734809153,-3.769318656
b39368,2.718366577,-3.643268809
b39369,2.869615957,-2.879237901
b39370,3.323090022,-2.505810115
b39371,3.707293767,-3.34137171
b39372,1.949749365,-4.296489976
b39373,2.720111467,-5.181641205
b39374,3.181580675,-4.619935941
b39375,3.103421193,-1.078422217
b39376,3.409478422,-3.05469687
b39377,1.454600523,-2.321405348
b39378,2.143670595,-4.715963207
b39379,4.576515112,-1.094296203
b39380,4.650523777,-4.213529977
b39381,2.896526537,-1.59131467
b39382,2.463310559,-3.38962501
b39383,1.501887803,-4.164806816
b39384,2.653876952,-2.733213767
b39385,2.561438703,-3.876191306
b39386,4.090158648,-1.81668076
b39387,1.561150822,-2.167344378
b39388,2.509447836,-2.128524935
b39389,2.492072107,-3.178913811
b39390,2.722952596,-4.169329566
b39391,2.141416541,-4.262831987
b39392,2.405937541,-0.86545223
b39393,3.473565041,-3.208914141
b39394,3.487658049,-2.346384494
b39395,1.694073128,-3.411695287
b39396,1.663908188,-4.307949985
b39397,3.652855694,-2.559266492
b39398,2.158334652,-2.487768272
b39399,2.202852056,-3.452729633
b39400,3.229579442,-2.736344969
b39401,3.096887076,-3.98401022
b39402,2.51380476,-1.93935193
b39403,2.172319721,-2.238875197
b39404,4.338326505,-1.859019158
b39405,3.494967273,-3.162211935
b39406,3.043259082,-3.446474571
b39407,2.710066182,-2.703791555
b39408,3.335950226,-2.512652078
b39409,1.808765679,-1.567420836
b39410,2.495186518,-2.605917194
b39411,3.67680738,-1.606341444
b39412,2.031445737,-1.82581473
b39413,2.779862238,-2.873187327
b39414,2.991646219,-2.111261886
b39415,3.671619194,-3.246003141
b39416,2.297620447,-3.980522377
b39417,2.249121553,-3.548936863
b39418,0.985066463,-3.697878238
b39419,1.771351828,-4.89986383
b39420,3.949230998,-6.125948718
b39421,3.721948113,-2.583587507
b39422,3.64020734,-2.557605306
b39423,0.843417841,-2.303867431
b39424,2.456201982,-1.993383642
b39425,1.400966841,-4.271045013
b39426,3.391956289,-2.629265746
b39427,2.901572744,-2.365356266
b39428,1.616800793,-2.536797789
b39429,2.950256028,-3.612931596
b39430,1.793511675,-2.272799519
b39431,3.640717529,-5.314609006
b39432,3.384373234,-3.010166616
b39433,3.107639449,-3.268723553
b39434,0.333641743,-2.904400694
b39435,4.455896918,-3.307507816
b39436,5.892799527,-2.523873817
b39437,2.748992574,-1.933850403
b39438,3.847712735,-2.947611289
b39439,1.913405902,-1.515810347
b39440,3.70038279,-3.768487467
b39441,3.372925366,-1.649311256
b39442,1.561398971,-3.271634905
b39443,2.991496204,-1.39980081
b39444,3.882977897,-2.198852417
b39445,2.233033466,-4.619301309
b39446,0.908848731,-4.370664379
b39447,1.439163576,-3.896054467
b39448,3.867915128,-3.050874383
b39449,3.011388186,-1.310000731
b39450,3.40509233,-4.091141601
b39451,2.010848753,-4.180064777
b39452,2.839215358,-2.581206491
b39453,3.142549295,-4.022841714
b39454,2.941801378,-3.541131404
b39455,2.383750033,-2.031069611
b39456,3.872014027,-1.999989314
b39457,4.274424847,-3.723196079
b39458,1.835873014,-1.870149354
b39459,2.334523931,-2.810394448
b39460,1.287759728,-3.090296393
b39461,2.991202951,-0.572068688
b39462,3.417009682,-2.418118549
b39463,1.218164433,-3.477273727
b39464,2.79064575,-3.257790062
b39465,4.67666784,-2.588066973
b39466,4.268343692,-1.511719684
b39467,3.012014316,-1.591439621
b39468,2.754935415,-2.563002304
b39469,2.833864606,-4.263559943
b39470,1.391213782,-2.109460179
b39471,4.031673257,-1.794582957
b39472,2.026840982,-2.33897139
b39473,2.683174911,-2.192411511
b39474,2.049183855,-1.360737087
b39475,2.97588956,-3.036625666
b39476,3.295400152,-3.436324598
b39477,2.832815375,-3.051392557
b39478,5.018535725,-0.399436474
b39479,3.053426014,-3.111715061
b39480,2.736976485,-3.105796422
b39481,2.337304634,-5.171166199
b39482,4.754125087,-3.797290836
b39483,3.394902495,-3.237736865
b39484,2.975877317,-3.635936138
b39485,2.372827937,-2.048481995
b39486,3.731019737,-3.347578427
b39487,3.256701828,-3.148436538
b39488,3.498613575,-3.068549846
b39489,2.259852017,-2.410475751
b39490,2.646892765,-0.963783551
b39491,4.873024405,-4.222324556
b39492,3.43716573,-2.402249878
b39493,2.573108999,-3.219273989
b39494,1.920122543,-4.182290838
b39495,3.380292602,-2.721413421
b39496,3.105791802,-2.284655674
b39497,4.536041051,-1.858745347
b39498,2.80964965,-4.150729249
b39499,2.27197993,-1.830562794
b39500,2.150003472,-4.122255371
b39501,2.491601522,-3.114586596
b39502,2.965634169,-3.148041166
b39503,3.305412438,-3.134072749
b39504,2.559478547,-3.15286791
b39505,3.785972691,-3.74860465
b39506,1.301316879,-4.276279611
b39507,5.324320833,-1.761443505
b39508,2.850711255,-4.17387728
b39509,1.209998744,-2.677320067
b39510,2.775789997,-3.021577646
b39511,2.928052689,-4.529764235
b39512,2.101070835,-3.656826135
b39513,4.719294646,-2.863062719
b39514,4.134581971,-0.920090758
b39515,3.054276307,-1.601846072
b39516,2.35214869,-0.163980361
b39517,2.718047311,-3.741356939
b39518,2.82899189,-2.451082389
b39519,1.679835022,-4.278858875
